DATE,avg_sell_price_tick,price_high_b,avg_sell_price_wrds,avg_price_m,avg_buy_price_Retail,price_high_m,avg_buy_price_Inst20k,avg_buy_price_Inst50k,avg_buy_price_LR,BestBidDepth_Share_tw
2020-10-26,231.05120238,236.0,231.06841118,231.01260612,230.92342612,236.475,231.19049961,231.55696727,230.96754571,132.84071102
2020-10-27,232.4575831,233.4,232.43487106,232.5129053,232.68111818,234.19,232.43796193,232.23135306,232.58195925,119.56193203
2020-10-28,226.3793793,232.67,226.35867341,226.42189217,226.55284031,229.2,226.48213475,226.86806835,226.49546031,129.97446212
2020-10-29,228.59206011,231.0,228.58702147,228.64974842,228.60628117,230.24,228.73688534,229.0077525,228.69158637,139.58900492
2020-10-30,221.77059311,228.2,221.74955279,221.78903693,221.89720583,228.72,221.74098687,221.9366,221.835824,138.75213084
2020-11-02,222.55031611,224.53,222.53161063,222.57361407,222.61101591,225.49,222.57016541,222.6302814,222.61646933,147.32166143
2020-11-03,228.19981013,226.09,228.19009919,228.23363183,228.28763049,229.87,228.25223235,228.09587941,228.27046115,147.87590979
2020-11-04,236.13655609,237.0,236.16569372,236.24012597,236.37488052,239.2,236.03121516,235.56886778,236.29062071,140.05108261
2020-11-05,243.64042019,241.792,243.69083588,243.69646432,243.54243682,245.43,243.72912509,243.42900072,243.69281212,155.71574904
2020-11-06,248.59145022,250.0,248.60005596,248.66713095,248.44835793,251.14,248.58778957,249.05074959,248.72643078,180.31563089
2020-11-09,255.30362638,256.9,255.26987543,255.44222786,255.64135249,258.08,255.40329398,255.28355111,255.53464992,132.63775609
2020-11-10,243.48007749,253.33,243.49970844,243.50648448,243.5324176,251.36,243.61494826,243.45045357,243.5162228,147.9849774
2020-11-11,250.48187379,251.99,250.41274806,250.59835426,250.65362215,254.485,250.61654847,250.86296373,250.7383371,171.2861147
2020-11-12,251.20631602,255.0,251.20139858,251.20142452,251.13084101,254.36,251.32484561,251.53080256,251.20253656,156.62757919
2020-11-13,258.51939852,255.015,258.49842171,258.55928825,258.55470842,260.94,258.54772544,258.33385074,258.62344942,135.39933847
2020-11-16,274.1083129,272.72,273.99848625,274.31895419,273.74531408,279.06,274.33626318,273.93586288,274.46422302,187.9761393
2020-11-17,287.88935677,280.31,287.88073581,288.02321004,287.37960187,295.18,287.8012241,287.25599145,288.06481482,164.00863531
2020-11-18,286.23875969,294.0,286.20834665,286.30114918,286.69999101,292.0,286.48983203,286.37991006,286.40657323,133.46847747
2020-11-19,287.05618218,285.25,287.02455593,287.08646902,287.06721299,289.83,286.93188294,286.21686269,287.12019944,134.72428954
2020-11-20,292.82641202,288.4,292.86078635,292.85153239,293.01297163,294.93,292.77134615,292.89628282,292.81905004,143.4560716
2020-11-23,293.68595182,293.74,293.69915708,293.66653137,293.24466563,296.78,293.48309392,292.8973169,293.64385758,170.6045055
2020-11-24,295.34511047,300.0,295.32092531,295.39201499,295.28799179,297.4195,295.57232246,295.80177741,295.45473067,167.23984319
2020-11-25,296.55787626,297.2,296.56664421,296.58234651,296.72868958,298.5,296.61301157,296.52181752,296.60017482,157.21175122
2020-11-27,294.99868697,300.5,294.96728393,295.03028598,294.97995669,297.97,295.1043166,295.09960202,295.09966884,122.82743416
2020-11-30,293.63846106,297.98,293.62404335,293.65676879,293.59787109,296.36,293.71984457,293.85299795,293.70100376,137.23627055
2020-12-01,293.96397305,296.43,293.95492959,294.01552344,293.98922939,296.95,294.11770224,294.23984718,294.06947293,143.03787184
2020-12-02,291.97800677,297.3,291.97407785,292.01289144,291.99489673,293.94,292.15142632,292.30881495,292.06748135,142.63110048
2020-12-03,296.98453801,294.5,296.96418047,297.00002527,297.071786,298.98,296.98564814,296.89324975,297.02890441,160.4025931
2020-12-04,303.56266815,298.7084,303.58263439,303.57739001,303.43782772,306.25,303.54677849,303.16943825,303.56945835,359.36201867
2020-12-07,303.1225523,304.29,303.09574288,303.18516521,303.15586394,304.83,303.40186625,303.40453793,303.28154436,143.40201958
2020-12-08,312.01156711,306.0,312.03182807,312.05464504,312.13932947,315.14,312.22966812,312.43164807,312.05642925,159.24140932
2020-12-09,302.7016243,315.0,302.71893035,302.70911864,302.72443561,308.7799,302.68113867,302.6402762,302.70716948,157.89563473
2020-12-10,306.58492702,305.0,306.59104869,306.61424835,306.55859082,307.975,306.54647336,306.73200368,306.6322727,129.8192711
2020-12-11,309.22192645,307.87,309.2392958,309.24288577,309.31509936,311.55,309.31146759,309.29476494,309.24472642,148.47129225
2020-12-14,313.93984801,315.7,313.95693772,313.95224614,313.75133106,315.4,314.00593848,314.04073977,313.94581785,155.54581466
2020-12-15,317.04565162,319.99,317.02159363,317.08718437,317.16236235,318.7,317.200303,317.21274176,317.1502865,145.55195304
2020-12-16,323.50769333,326.0367,323.58651396,323.5154563,323.64720407,328.0,323.70384872,323.72850387,323.45224919,137.98575016
2020-12-17,330.15114447,327.63,330.14819728,330.1719303,330.13918267,332.79,330.22696967,330.26809083,330.1968887,144.46516668
2020-12-18,350.89512335,341.99,351.03457471,350.97388235,350.55142746,357.49,350.81495389,351.08203758,350.86739205,172.91405584
2020-12-21,352.78223704,360.0,352.67850706,352.78966112,352.57847969,356.95,352.49923295,352.36450241,352.89117338,160.3906304
2020-12-22,367.51922947,363.45,367.44920871,367.66477628,367.48318906,372.5,367.78435305,367.96509772,367.83435796,185.01831888
2020-12-23,366.32960106,377.0,366.29150436,366.33349615,366.46528588,375.0,366.41705599,366.55311404,366.38602791,161.43750371
2020-12-24,365.9606524,369.48,365.94042706,365.98512114,366.22327796,370.0,365.97499355,365.92625215,366.03462665,128.00958291
2020-12-28,362.53373126,376.665,362.53263868,362.5797287,362.82708832,370.19,362.69581124,362.65428867,362.63375832,141.13881016
2020-12-29,356.32857472,366.32,356.365712,356.37158808,356.46725751,363.14,356.50484913,356.68126108,356.39636322,142.36382293
2020-12-30,357.38806796,361.0,357.39349894,357.45620002,357.63746875,361.1599,357.47559453,357.41782119,357.51886966,134.94907874
2020-12-31,355.46537402,357.75,355.41635987,355.51336004,355.74519432,358.92,355.51011885,355.53046685,355.61588386,163.00302033
2021-01-04,349.77001709,360.0,349.77724725,349.80278298,349.62007045,355.6,349.89947102,350.26804254,349.84069303,197.76297144
2021-01-05,349.19783566,353.99,349.17979727,349.20901209,349.11326903,353.14,349.32786264,349.40519091,349.23760589,163.77617229
2021-01-06,347.25036095,348.39,347.26785797,347.2674678,347.45301812,350.5999,347.27063952,347.4624314,347.25595549,132.0443402
2021-01-07,359.41877705,351.88,359.31416074,359.48016747,359.70721127,363.72,359.54831885,360.0806141,359.63358513,163.18109551
2021-01-08,367.27474779,369.97,367.20122635,367.34842821,367.40332295,371.12,367.59923062,367.62481208,367.48826239,155.15547892
2021-01-11,365.11480323,368.95,365.0755571,365.18482176,365.28879501,368.025,364.99101345,364.90634309,365.27748422,143.32947472
2021-01-12,369.60713486,368.0,369.60873531,369.68888293,369.70588972,372.12,369.70467678,369.77655486,369.75807895,144.59132255
2021-01-13,365.11330836,372.48,365.15906298,365.13790441,365.04655805,372.97,365.16282656,365.1264619,365.11840619,170.13993127
2021-01-14,365.12559994,369.0,365.0873659,365.19111525,365.36052804,369.98,365.22359521,365.05977674,365.30190675,152.93050543
2021-01-15,366.56586811,369.61,366.51546298,366.64304975,366.76250482,372.1443,367.09623966,367.4339607,366.7409816,125.43548935
2021-01-19,365.33112067,373.57,365.27719889,365.38739218,365.57807873,369.55,365.54147497,365.2518702,365.49159406,120.39181377
2021-01-20,369.77117124,373.58,369.76233237,369.80811382,369.88371748,371.45,369.74071562,369.8261828,369.85322559,115.82698748
2021-01-21,365.76334744,373.58,365.74970178,365.79135835,365.84716536,374.5,365.85501441,365.90323447,365.85528502,127.44442555
2021-01-22,365.19905012,364.34,365.1768287,365.27264746,365.34954473,367.0,365.32972111,365.44637176,365.34557866,146.04864311
2021-01-25,356.99376882,370.0,356.94688887,357.05268207,357.11260846,370.0,357.10800773,357.52932992,357.17831843,147.0426717
2021-01-26,358.61760921,369.26,358.65260594,358.71328028,359.04850788,366.0,358.60565127,358.59765704,358.76564445,144.60745554
2021-01-27,339.34316831,355.0,339.35036307,339.37794336,339.70881558,354.26,339.28602328,339.13732121,339.43975782,160.17176359
2021-01-28,348.13622106,342.3,348.03313668,348.07118244,347.37056627,354.67,347.91696613,346.26743362,348.0996379,189.10949832
2021-01-29,350.69242125,355.33,350.63564445,350.73747106,350.38901883,354.16,350.89590501,350.95460658,350.82624339,164.99943496
2021-02-01,361.75540843,359.52,361.76739102,361.88007208,362.31460568,364.88,361.78817107,361.55327201,361.943711,165.05705562
2021-02-02,382.36105839,375.0,382.41700553,382.48466061,382.38172546,390.09,382.53844103,383.29333637,382.5061915,153.38602013
2021-02-03,379.87350959,395.0,379.99431797,379.7927713,379.77131916,389.92,379.79746055,380.14717646,379.70254953,210.38370191
2021-02-04,380.3728038,379.87,380.32635707,380.40231226,380.11435007,384.4547,380.4594762,381.0763375,380.47807074,141.38580728
2021-02-05,380.83508148,389.98,380.8037844,380.86537655,381.14310314,386.2551,380.87443814,380.8041636,380.9215591,186.21269099
2021-02-08,384.06221142,390.0,383.97862013,384.17803609,384.31324847,391.4162,384.73965785,384.85691171,384.36244986,174.35576553
2021-02-09,387.93420349,386.99,387.91392292,388.07974029,387.65700739,391.96,387.89360726,388.24105073,388.19602867,140.69264502
2021-02-10,392.83787087,398.0,392.83348707,392.91506992,393.0776517,397.64,392.7922581,392.87815474,392.99266073,145.27463558
2021-02-11,389.9330289,397.9,389.93571346,389.97071356,389.92209403,397.8227,390.04622977,390.25200176,390.03139878,137.10674554
2021-02-12,393.39740384,395.45,393.3604628,393.47598845,393.58591588,395.68,393.53676747,393.64086968,393.58713011,138.9602587
2021-02-16,393.32257285,400.0,393.31633967,393.37539105,393.36785233,399.925,393.4527589,393.79044059,393.44327884,125.81028495
2021-02-17,392.44509717,397.0,392.41874801,392.55509657,392.77678829,395.7,392.68263477,392.91651822,392.72546288,147.11360011
2021-02-18,391.13603337,395.42,391.00548595,391.24499499,391.4312266,394.9165,391.28003714,391.35101271,391.43894114,146.78419799
2021-02-19,397.41940614,398.56,397.44669912,397.49580107,397.85651845,403.0,397.51478124,397.46043514,397.53490647,157.96234125
2021-02-22,383.41916719,396.9,383.56562377,386.36474076,386.54104121,393.9,386.48678183,386.44248687,386.45714857,170.08131848
2021-02-23,372.96526533,384.35,372.63201523,372.96749177,372.32211624,384.99,373.5850061,373.39513561,373.32411354,171.67774457
2021-02-24,369.00048358,386.0,369.008221,369.05130838,368.624216,378.61,369.3858172,369.30547778,369.14161706,158.4451401
2021-02-25,359.67341455,374.0,359.70415882,359.68488466,359.56136954,372.0,359.71966471,359.98401346,359.68457899,157.92796224
2021-02-26,357.63519374,364.5,357.5980812,357.67741757,357.67595328,364.3333,357.69040824,357.50778284,357.75488689,167.73910107
2021-03-01,365.52250641,365.42,365.47737025,365.60364633,365.55120535,368.29,365.60770733,365.49182648,365.71271306,121.07182339
2021-03-02,359.76808027,371.0,359.65540868,359.81648402,360.82188345,368.78,359.59014598,360.01521377,359.98540426,141.3568628
2021-03-03,347.01257852,365.84,346.960356,347.07517508,347.36831105,354.8099,346.94066797,346.70442555,347.22289071,173.59032929
2021-03-04,337.42427709,343.76,337.36427139,337.51520849,337.09315876,345.245,337.64101384,337.4796197,337.66544125,153.16002293
2021-03-05,329.81680365,346.94,329.58772445,329.90884556,330.02542209,338.88,330.10507686,329.17432222,330.26304783,150.1456348
2021-03-08,336.6386328,338.88,336.55708797,336.81282124,336.55951197,344.68,337.6205195,338.52180622,337.02439228,143.20121266
2021-03-09,342.14008761,345.99,342.17578332,342.21910471,342.20402096,345.37,342.28060721,342.32043577,342.25166075,158.58566262
2021-03-10,340.39721817,353.47,340.06363144,340.33493345,341.30279565,353.3372,341.05841591,340.78190378,340.69329517,179.64153315
2021-03-11,344.09097829,344.73,344.10902138,344.13244987,344.1712542,346.44,344.04478261,343.74020185,344.13514061,143.91029833
2021-03-12,340.51854171,345.96,340.46385565,340.56523355,340.62513018,343.24,340.72027102,341.08173796,340.66788791,144.76805057
2021-03-15,340.52028196,353.67,340.43373695,340.60261877,340.49419221,344.51,341.12134418,341.63679397,340.82978573,165.15462919
2021-03-16,342.20811242,349.36,342.21924585,342.26065949,342.58770856,350.8,342.50657181,342.97996667,342.32756828,144.55487781
2021-03-17,335.85149988,342.875,335.91266259,335.96514047,335.68379043,342.0,336.0344438,335.88065867,336.03182527,193.64497856
2021-03-18,321.71109767,336.92,321.70466095,321.74984811,322.00585754,330.48,321.56450857,321.27360457,321.79449596,156.61312359
2021-03-19,316.20508672,322.0,316.17002384,316.22810716,316.34741339,318.71,316.25140254,316.00044966,316.2999748,164.32729289
2021-03-22,323.25672383,319.88,323.23199743,323.25940989,323.38297046,326.63,323.27817321,322.76748094,323.28410576,183.40237903
2021-03-23,325.08186977,327.99,325.04812615,325.14320078,325.21480769,327.61,325.1797913,325.17802819,325.22631252,132.02364447
2021-03-24,322.98031714,329.99,322.98554428,323.04289651,323.24411425,327.0,323.0972461,323.12750854,323.10368692,136.97663701
2021-03-25,322.50242443,321.39,322.55846698,322.62948935,322.37757912,325.44,322.4888124,322.03952854,322.6820685,146.5454205
2021-03-26,317.35419653,326.0,317.31052479,317.38673324,317.60786165,324.68,317.25567261,317.6061239,317.47964272,155.30872557
2021-03-29,318.60029804,322.52,318.56839896,318.66457963,318.56873307,323.93,319.02609409,319.07610457,318.75828933,159.58297149
2021-03-30,317.99698469,320.23,318.02232325,318.01059727,317.79575432,320.8,318.1316118,317.93054348,317.99667963,162.97919954
2021-03-31,323.78740693,322.92,323.79555677,323.83377726,323.96946877,325.6,323.80461798,323.68935524,323.86842166,160.5619851
2021-04-01,328.07442034,327.94,328.03085864,328.08979216,328.22038681,332.765,328.0378134,328.29475286,328.13083994,171.2735446
2021-04-05,331.67255402,335.046,331.6340911,331.73457697,331.65815371,336.34,331.90707258,332.10909733,331.82042442,171.31454583
2021-04-06,336.96700245,331.72,337.01582041,337.05205284,337.1289036,341.385,337.28291367,337.75228668,337.07883516,150.4107231
2021-04-07,337.89360062,345.0,337.87473008,337.92919844,337.96473086,340.4,338.03612477,338.15746245,337.97740868,146.75313901
2021-04-08,344.36089008,346.0,344.20984051,344.51011122,344.43873381,347.77,344.21784337,343.95562967,344.72820341,128.56460704
2021-04-09,346.75317992,349.88,346.83283176,346.89242236,346.77448727,349.78,346.90702169,346.28449524,346.93976133,173.23670478
2021-04-12,356.35169043,351.99,356.41193455,356.45387584,356.96309113,361.13,356.27523938,356.65628873,356.47077304,178.16940535
2021-04-13,361.28792932,359.0,361.16906462,361.32518862,361.32930291,365.37,361.61373238,361.74195463,361.43197183,129.98131402
2021-04-14,363.02671768,363.94,362.95192357,363.13682397,362.91461605,366.76,363.33617631,363.25458093,363.26914814,159.95095278
2021-04-15,369.80002102,367.98,369.80738272,369.87585572,370.02539661,373.1214,369.84571746,369.60020855,369.92972321,130.91702061
2021-04-16,367.73574312,375.0,367.70790877,367.81604637,368.10998476,371.4,368.05195427,368.10154382,367.91684792,132.66846919
2021-04-19,365.41630844,374.07,365.36985549,365.47382904,365.48390789,368.72,365.4484557,365.28644129,365.55507215,116.77152783
2021-04-20,361.00377238,368.94,360.96219667,361.00179936,361.11911782,369.0,361.16150332,360.48308232,361.0361525,117.90907854
2021-04-21,356.98544716,360.0,356.93809544,357.02417165,356.9974745,360.74,357.22898425,357.66109894,357.10333632,138.06786624
2021-04-22,355.04626222,356.61,355.01214041,355.15035378,355.29753081,358.12,355.32455258,355.11382853,355.29348927,126.04174175
2021-04-23,356.82326215,362.06,356.80151505,356.88586419,356.91149626,359.77,356.95846852,356.83670299,356.96712761,132.61319535
2021-04-26,361.43676297,362.0,361.44852084,361.51424378,361.55012907,363.37,361.53857829,361.24074167,361.57090515,144.25466099
2021-04-27,357.81208038,362.99,357.8170911,357.84512089,357.85726859,362.89,357.84841314,357.68162545,357.88556801,171.52412925
2021-04-28,360.05724287,361.55,360.01043352,360.11371336,359.91025917,363.0,360.39953912,360.49865949,360.21363218,129.12016011
2021-04-29,354.98138819,369.54,354.9746174,355.02590716,355.28203166,361.7,355.1577836,355.54558947,355.10727213,129.51691008
2021-04-30,354.93917165,363.01,354.9274357,355.0639545,355.54034108,359.8051,355.10084352,355.08282667,355.21035311,125.73108317
2021-05-03,351.04250493,356.0,351.02903914,351.09968209,351.34390211,356.16,351.30330276,351.43454766,351.17783426,135.61385198
2021-05-04,343.73535882,349.62,343.66690263,343.81159376,343.89489046,349.07,344.25649738,344.42588038,344.00662342,143.80622142
2021-05-05,341.97729167,350.81,342.00077872,342.01972411,342.25319956,349.8899,341.95312,342.17281641,342.04726043,137.46767045
2021-05-06,335.04488468,349.245,335.02048429,335.0726036,335.11137207,341.3,335.22795918,335.13766058,335.15709173,131.97261166
2021-05-07,342.31340805,350.0,342.30958973,342.37093191,342.47841577,344.26,342.4117454,342.36958466,342.43966273,119.14318841
2021-05-10,342.37731989,349.08,342.36882551,342.46354999,342.57900936,346.06,342.48854066,342.55827483,342.55496202,122.03935846
2021-05-11,341.41765318,340.0,341.42648205,341.63856792,341.9003347,345.63,341.46483664,340.80653475,341.66946808,127.47619457
2021-05-12,335.48200935,343.247,335.47843802,335.51910498,335.58641808,340.4699,335.5490607,335.55401462,335.56577997,132.62140951
2021-05-13,326.89050769,348.0,327.06471825,326.75915361,327.37967828,338.29,326.19381291,325.879614,326.49376423,131.16395914
2021-05-14,335.37933218,328.78,335.35982353,335.42558043,335.49818492,338.7851,335.62290919,335.17166605,335.48860784,151.33516066
2021-05-17,335.12560312,346.54,335.11288918,335.18341732,335.19146733,340.54,335.35441899,335.37424926,335.29488472,130.78904492
2021-05-18,342.94299004,343.2533,342.98939675,343.02477608,343.32526006,346.36,342.72405145,343.18336046,343.02656915,132.90299035
2021-05-19,335.21579815,338.4,335.21261267,335.3037085,335.54243176,338.3999,335.40249635,335.12567125,335.40848686,134.6489827
2021-05-20,344.8223919,341.96,344.92525619,341.80858607,341.92270639,348.135,341.87311209,341.85144137,341.91270512,141.90853389
2021-05-21,361.17738916,364.4,361.15671771,361.19792256,361.33587009,366.43,361.35492694,361.38179351,361.27280407,158.94456843
2021-05-24,365.71001776,365.0,365.72768252,365.7787513,365.88830732,370.0,365.72841055,366.01918066,365.79845302,134.11360395
2021-05-25,366.33621894,369.65,366.31021248,366.39092626,366.39433514,369.68,366.37150851,366.49401875,366.4517144,142.42617346
2021-05-26,369.69361788,370.0,369.71653244,369.77481311,369.91634613,374.41,370.02248931,370.2125953,369.81188199,142.57501632
2021-05-27,366.94375384,369.4,366.85580065,367.00827318,366.98635473,370.8,366.99141147,366.53310603,367.18347911,120.32805352
2021-05-28,366.61659907,369.7,366.64240941,366.61479486,367.21093465,370.9478,366.13329037,365.98472372,366.58006946,146.286026
2021-06-01,361.04724533,370.0,361.08110007,361.08500202,361.41308996,367.5,361.16789432,361.24357378,361.09139056,152.98123724
2021-06-02,358.78404981,364.54,358.79946198,358.85955203,359.21564271,363.33,358.94272216,359.13083951,358.92735861,145.83690886
2021-06-03,353.17711431,359.71,353.13357019,353.20600898,353.39268955,357.97,353.16539821,353.12627006,353.2682618,150.94912827
2021-06-04,355.8958725,359.5,355.86325827,355.94651629,355.95922962,357.54,355.9941219,355.78334331,356.03709089,126.37104058
2021-06-07,356.43662135,362.99,356.41268757,356.49677326,356.57073211,359.5,356.55471043,356.63498713,356.58450141,148.5977693
2021-06-08,354.45092297,362.0,354.37630567,354.50921145,355.04137731,362.48,354.57227327,355.12801958,354.67266404,138.52512384
2021-06-09,353.99125372,356.0,353.9462863,354.05446637,354.208541,357.83,354.03662168,353.898718,354.15938052,121.94915355
2021-06-10,359.70663938,361.34,359.63734618,359.82896868,359.70123272,362.63,359.9607291,360.06746561,359.98946821,159.32160361
2021-06-11,365.43204612,369.69,365.44873921,365.47206214,365.5132695,367.67,365.54073104,365.6360259,365.48891667,135.40236315
2021-06-14,367.66037461,368.0,367.65485384,367.69271624,367.6874218,369.899,367.76398134,367.81901278,367.72019816,151.89853852
2021-06-15,361.88971285,370.05,361.86940955,361.9251991,362.04881751,367.595,361.87136586,362.03179648,361.98701283,126.88183178
2021-06-16,363.79054402,364.7,363.76420351,363.83798121,363.9562007,366.26,363.80866993,363.45777895,363.90645406,173.54544863
2021-06-17,370.51164558,369.27,370.58422391,370.54672599,370.64373949,373.93,370.41878602,370.47064852,370.51159064,160.67551881
2021-06-18,373.82507916,374.22,373.83468609,373.89670767,373.89939782,379.29,374.02046342,373.97369549,373.93825942,142.86635235
2021-06-21,369.55421557,378.9,369.5262947,369.62353042,369.42297532,372.0,369.71229214,369.4897145,369.73377398,130.14368688
2021-06-22,365.77018831,375.13,365.77360555,365.79776153,365.58104481,372.98,366.01305615,366.23408,365.83209453,142.37317592
2021-06-23,367.65694057,372.0,367.62918403,367.69870793,367.66118123,370.7,367.77202909,367.78027486,367.77721497,154.81722087
2021-06-24,372.49943905,372.25,372.50204168,372.53991823,372.68623709,375.7,372.60832722,372.7844718,372.57568511,128.65072167
2021-06-25,374.43539283,374.49,374.35875677,374.50126246,374.49225354,378.4,374.70771755,374.88880822,374.62752722,152.17563258
2021-06-28,380.42671314,390.0,380.45218252,380.47198847,380.72558171,386.7199,380.60737462,380.50215882,380.47455983,145.23195402
2021-06-29,375.89311567,383.57,375.86015604,375.94042318,376.02100563,380.98,376.1662497,376.11444667,376.04131199,124.85601061
2021-06-30,371.81133871,377.83,371.8044806,371.84713157,371.89948308,375.0,371.99271213,371.97436014,371.89873694,146.30182587
2021-07-01,368.92619027,375.5,368.92278709,368.97038536,368.82763333,372.75,369.04413386,369.19646269,369.04054326,215.7717124
2021-07-02,373.19348646,373.75,373.19397042,373.23784419,373.37630235,375.77,373.30302891,373.46224028,373.27247899,123.24448203
2021-07-06,387.2255331,382.37,387.17000064,387.38530498,386.92177483,393.43,388.01577929,388.05458764,387.50813897,233.16340177
2021-07-07,387.99073268,395.0,387.94756064,388.02179285,388.06756562,394.2,388.06428943,388.21119427,388.12314575,219.24042642
2021-07-08,383.26789556,386.75,383.12346926,383.50491069,383.34145415,388.44,383.83080647,383.85043191,383.81220939,179.92487049
2021-07-09,389.37997318,389.11,389.40042484,389.43539576,389.47187933,394.15,389.47419778,389.67841442,389.4652733,200.22267273
2021-07-12,389.57524728,392.99,389.56433733,389.64722363,389.81028025,394.9799,389.81376835,390.231943,389.74443201,435.39026601
2021-07-13,389.3841193,392.5,389.42707363,389.45972766,389.78480816,393.36,389.41216046,389.43865925,389.4881344,191.26475774
2021-07-14,387.86453041,392.0,387.84499658,387.89312335,388.10772261,391.99,387.88361265,387.90724595,387.94827687,277.74346765
2021-07-15,386.91859043,390.17,386.86974923,387.01321048,387.0229966,390.2071,387.09942443,387.05893633,387.15975029,218.64918234
2021-07-16,390.06696644,390.0,390.03446922,390.15482645,390.38459106,392.88,390.2096964,390.23358171,390.28440615,187.28221398
2021-07-19,388.30750222,388.3,388.31312937,388.37117005,388.4754354,390.7957,388.27982908,388.3454916,388.37430727,308.57287797
2021-07-20,398.42558058,392.49,398.37538503,398.51838401,398.13514781,402.12,398.86687271,398.69466331,398.64095488,143.66620572
2021-07-21,391.85125795,402.7,391.85557986,391.83425766,391.63327221,401.365,391.89719813,392.33541254,391.81911893,136.70280469
2021-07-22,397.41754411,396.48,397.48413504,397.49777114,397.90852945,399.89,397.37071746,396.50894586,397.50074187,139.89392504
2021-07-23,401.70098602,406.46,401.70465123,401.75358875,401.76300765,404.08,401.76228942,401.67338376,401.79207712,120.79642633
2021-07-26,398.66619481,401.62,398.63704751,398.72570864,398.63800077,401.19,398.77440678,398.74414186,398.80288907,156.50750129
2021-07-27,394.56713706,399.175,394.54891449,394.61297769,394.3684091,401.0,395.21074014,396.08298385,394.69220989,139.88090054
2021-07-28,399.57373269,403.0,399.51856641,399.68174402,399.83128984,402.0,399.77825516,400.10052516,399.81923788,148.59484741
2021-07-29,401.84064721,402.17,401.755909,401.92494394,402.4396259,405.36,401.48689249,401.49391242,402.03527179,125.27848883
2021-07-30,400.03763704,399.9,400.05190282,400.10049029,400.17160987,402.43,400.08286043,400.18890153,400.13763127,148.68794198
2021-08-02,400.75720395,402.69,400.72673758,400.83553024,401.10993765,404.0,400.89720013,401.08347519,400.94246704,124.81205588
2021-08-03,398.22631642,401.64,398.216416,398.2821831,398.51659057,404.76,398.41688962,399.2901339,398.35442735,123.69366001
2021-08-04,402.69456529,403.0,402.7618549,402.76767661,402.64870795,404.99,402.80850274,402.85963053,402.74700202,137.31038249
2021-08-05,403.61937634,407.93,403.58167492,403.68264253,403.71603442,407.0,403.8435474,403.99829186,403.80066115,132.29068482
2021-08-06,387.19877713,403.64,387.27791525,387.0837376,386.93785467,398.495,387.09539526,387.27221784,387.02685379,196.39868646
2021-08-09,389.21810025,389.0,389.21130979,389.25165456,389.49673636,392.4689,389.22015814,389.13784818,389.27730025,161.69307123
2021-08-10,380.86964277,395.48,380.89341426,380.9033763,381.17272018,394.5,380.92921299,381.4377125,380.91027198,167.96181435
2021-08-11,370.01549778,381.49,370.0809155,370.08801631,370.73615145,377.15,369.71967773,369.60987634,370.09921945,145.45988937
2021-08-12,370.38401162,381.87,370.3584515,370.4550434,370.48928356,373.73,370.54868396,370.49096447,370.53527163,185.74104624
2021-08-13,374.4146171,374.0,374.37705611,374.44794831,374.50930503,376.26,374.44108622,374.46574106,374.50327673,167.09808672
2021-08-16,371.80878169,377.84,371.78090969,371.89181518,372.0132762,376.63,372.06445469,372.0115434,372.01002662,163.86722074
2021-08-17,365.63158708,371.055,365.6109228,365.67214948,365.68588168,370.32,365.73895472,365.78916047,365.74588796,133.13895607
2021-08-18,364.03219464,367.7,364.03834512,364.06160657,364.32286625,367.98,363.93305832,363.72649729,364.0852562,161.16084344
2021-08-19,363.11161329,365.0,363.08896122,363.15434158,363.22687671,365.47,363.19958341,363.11974664,363.19714409,146.20350713
2021-08-20,366.85557173,366.395,366.84632516,366.92752109,366.91590686,369.05,366.98749258,366.97404691,367.01687757,160.0839325
2021-08-23,380.9110142,377.77,381.57189012,371.4966673,371.72188047,374.18,371.4898605,371.82190466,371.5553241,185.33719722
2021-08-24,438.3631384,424.64,438.17311082,439.23073735,439.13712893,446.96,438.8238479,438.82506202,439.35043042,200.67447901
2021-08-25,443.22346485,442.04,443.08823816,443.37662713,443.53855522,449.78,443.44686685,443.577926,443.58962239,157.20182275
2021-08-26,455.5788725,448.03,455.64184926,455.62845573,455.60672604,459.73,455.52679763,455.18529211,455.57514298,146.92029784
2021-08-27,460.58037367,460.0,460.53265945,460.65121535,460.43275963,463.8679,460.79974788,460.79365205,460.72788668,179.62275276
2021-08-30,461.86066943,465.0,461.7794997,461.91905698,462.17121345,464.8986,461.82293274,461.7304132,462.03938552,159.67585574
2021-08-31,459.48592305,462.9,459.36716197,459.5476781,459.863309,463.54,459.8264738,459.94105153,459.71262166,166.21235357
2021-09-01,459.35762708,463.0,459.30830659,459.46125671,459.45630058,462.3375,459.45263422,459.40185809,459.57725434,164.56941169
2021-09-02,464.04733235,463.74,464.05255312,464.14754689,464.693839,467.52,464.26626482,464.15533545,464.22012349,160.80516936
2021-09-03,465.37319576,467.0,465.27625121,465.46063355,465.35165908,468.5699,465.79275265,466.07854103,465.6324808,151.99088115
2021-09-07,463.64684575,476.59,463.66858666,463.67273953,464.12234497,471.794,463.64836471,463.7346619,463.68551963,138.9195056
2021-09-08,464.51941011,462.7626,464.46916208,464.57202404,464.58346492,467.8,464.6332379,464.62893554,464.66820523,156.40639104
2021-09-09,467.34361587,465.73,467.32511856,467.40505236,467.39107701,469.35,467.31249065,467.09020376,467.46952647,175.52429452
