DATE,avg_sell_price_tick,price_high_b,avg_sell_price_wrds,avg_price_m,avg_buy_price_Retail,price_high_m,avg_buy_price_Inst20k,avg_buy_price_Inst50k,avg_buy_price_LR,BestBidDepth_Share_tw
2021-09-10,470.68662957,478.8,470.69755018,470.66461147,470.72009583,479.0,470.72433658,470.9978638,470.7232467,160.56824367
2021-09-13,471.15079044,476.77,471.17928905,471.3622329,469.73647614,485.75,472.87340816,473.51791333,471.58520745,140.67133771
2021-09-14,486.93414065,488.85,486.86145682,487.02407856,487.08629898,495.9299,487.66979017,487.87638474,487.14127292,175.29862532
2021-09-15,478.69402992,489.76,478.63355858,478.75069442,478.5462228,486.0,479.18602282,479.40374855,478.87518773,142.14080542
2021-09-16,482.05680872,480.95,481.95144525,482.12372587,481.92857155,485.02,482.22415608,481.99107584,482.2736154,140.99993575
2021-09-17,478.54956738,487.5,478.59600715,478.65932683,479.21914921,486.26,478.44324341,478.27078531,478.71847768,159.74364524
2021-09-20,472.00533346,473.75,471.95811774,472.16251971,471.93215467,477.36,472.51006234,472.50552859,472.2849166,168.08484534
2021-09-21,474.79874736,479.0,474.75693673,474.89909422,474.92339159,477.8799,475.08500708,474.99077964,475.04670968,148.35629364
2021-09-22,475.00755954,479.04,474.98380818,475.08481084,475.14749981,478.61,475.30783059,475.55172292,475.19184686,158.31827414
2021-09-23,483.13860015,481.0,483.14157836,483.22067366,483.00680856,485.94,483.32159981,483.23076992,483.26179026,142.03652483
2021-09-24,486.25965552,487.94,486.17136837,486.36548584,485.74313914,491.0,486.79801195,486.12335697,486.54260369,143.10387076
2021-09-27,485.45403939,492.0,485.43473719,485.47201999,485.49925008,488.8899,485.51332786,485.44687756,485.53363774,150.31829597
2021-09-28,476.35103534,486.04,476.31560411,476.39474549,476.39040213,481.51,476.53311016,476.6217397,476.49032023,152.5641622
2021-09-29,475.22784492,480.0,475.19551858,475.37328413,475.66237956,480.92,475.573752,475.53404872,475.54330192,131.40555886
2021-09-30,477.48396548,476.77,477.42022753,477.63633386,477.66215019,480.49,477.9080522,477.9505575,477.81204583,173.12559692
2021-10-01,481.49227101,482.4,481.48364307,481.70035259,481.63376496,487.2,481.84116597,481.96401185,481.9131863,162.34697724
2021-10-04,468.74311761,494.99,468.95338226,468.74366348,468.07267799,485.0,468.73037639,469.54994008,468.53081548,167.1563643
2021-10-05,476.46567648,476.99,476.5181865,476.5613333,476.64918653,479.12,476.35135693,476.36337325,476.57488697,155.7021371
2021-10-06,481.5104858,475.7232,481.40882478,481.72574964,481.43600922,487.99,482.29510579,482.59701705,481.97819239,146.07992554
2021-10-07,497.15862661,495.0,497.10345152,497.28155665,497.75088126,502.22,497.4095734,499.04154882,497.42287333,148.5165872
2021-10-08,494.26883733,499.49,494.18409878,494.29251036,494.2496669,500.73,494.51570145,494.75442299,494.40149938,147.22915863
2021-10-11,498.28495814,493.0,498.26127037,498.41070186,498.24044266,501.6055,498.52633412,499.36901944,498.49456781,202.65841328
2021-10-12,505.69116876,504.24,505.71124584,505.84868006,506.19345885,510.03,505.6749389,505.63644058,505.94722795,138.02146406
2021-10-13,504.13244267,511.0,504.14247918,504.16262845,504.33191789,509.88,504.20427738,504.20536368,504.217504,186.18431712
2021-10-14,505.33410644,513.3,505.40082033,505.42070226,505.30973043,514.11,505.61514032,505.5398482,505.42802917,175.13523577
2021-10-15,509.87273768,506.95,509.92484149,509.90320581,510.06351941,513.0,509.56861729,509.59459198,509.86050084,155.7755
2021-10-18,512.85015053,510.0,512.85900196,512.92896956,512.90892333,515.86,513.11563484,513.1802733,512.97734515,170.924156
2021-10-19,511.66490549,523.85,511.62500237,511.70229331,511.64409126,517.0,511.69100754,511.69354804,511.79336271,136.79235113
2021-10-20,510.94734113,517.45,510.88046586,510.9670283,511.26914863,519.51,511.33668083,511.39810776,511.04836526,145.78603204
2021-10-21,504.89537689,512.4,504.8422013,505.02907933,504.91608679,512.045,504.95615208,505.22085548,505.23105107,135.0698655
2021-10-22,505.53811041,508.0,505.53483821,505.64545021,505.27515146,513.87,505.81744044,505.81743663,505.73665666,158.76738486
2021-10-25,504.1370634,514.37,504.00020891,504.25386814,505.22431621,512.81,503.45890898,505.52343831,504.43997706,153.64382652
2021-10-26,486.65872329,504.89,486.65519107,486.68593641,486.86199147,503.71,486.62280244,487.22230331,486.73856017,230.43738902
2021-10-27,493.95259628,500.0,493.99845469,494.08110972,494.068673,500.28,494.182,494.6199344,494.1394579,190.89053933
2021-10-28,496.89529957,499.4299,496.85977208,497.01786814,497.16443656,500.0,497.30234484,496.67028125,497.16545847,152.09995015
2021-10-29,506.50442143,502.0,506.64170874,506.574356,505.90637684,510.3,506.84839968,507.03501152,506.50512546,145.66302411
2021-11-01,507.28674461,515.0,507.30103113,507.3415332,507.28554579,513.14,507.5988206,507.58156623,507.39528626,214.19068595
2021-11-02,506.6677572,508.31,506.61316192,506.72829876,506.94546273,512.79,506.87810583,506.9583527,506.84773526,194.17577894
2021-11-03,497.86063302,513.77,497.78274557,497.96684985,498.0201668,510.0,498.40907281,500.9200243,498.17683419,191.06982154
2021-11-04,493.1584434,502.32,493.09483202,493.25388039,492.7920395,507.55,493.03861461,496.19331596,493.43102981,207.63171657
2021-11-05,493.90992339,496.5,493.98199548,493.98023886,494.07348392,508.1725,494.00787218,494.4471676,493.97536631,168.83416828
2021-11-08,513.93206789,503.555,513.84284736,513.9722028,514.76759529,519.43,514.0331531,513.97165531,514.02570501,176.13639826
2021-11-09,515.19250604,524.0,515.09597274,515.20649583,516.1460158,523.9251,514.69588218,514.51795394,515.29856085,163.60415343
2021-11-10,500.77872715,513.84,500.51084421,500.70618294,500.91157918,511.64,500.79148644,504.07760462,500.96525176,186.98468824
2021-11-11,507.40690324,505.26,507.36397613,507.47243149,507.34214041,509.97,507.68881669,507.77756547,507.56743243,159.86322714
2021-11-12,513.53242369,520.21,513.47175749,513.58646822,513.70898794,517.98,513.64598622,513.54449621,513.71093666,145.40627974
2021-11-15,517.73531451,522.41,517.72731724,517.78852829,517.75370298,522.0,517.83062188,517.87075439,517.87899196,178.98770523
2021-11-16,523.9449523,520.98,523.90453105,524.04121843,524.07251824,527.99,524.24020494,524.23046533,524.16375619,190.98857238
2021-11-17,512.77691125,530.0,512.64066039,512.81091266,512.66301295,531.5,513.23348221,513.3065257,513.02728587,188.83379719
2021-11-18,516.63376783,518.95,516.65191571,516.36533038,516.2631082,522.59,516.62350632,516.82044142,516.62024904,199.96087561
2021-11-19,527.2865175,548.73,527.31797412,527.23061396,527.19507779,545.94,528.08575903,528.45765192,527.35610514,186.83041322
2021-11-22,537.62097348,541.2,537.89404263,537.76627494,536.69688752,559.6,538.41386994,538.74006015,537.67677641,203.15646302
2021-11-23,529.84181873,546.0,529.71312301,529.94067643,529.21192516,545.59,530.6130307,530.80964566,530.20735859,151.24591918
2021-11-24,543.40247726,545.28,543.80114824,543.54102149,542.69264988,551.93,542.87922061,542.87487117,543.26475169,147.1928285
2021-11-26,537.01889798,549.72,536.96725651,537.20804852,537.59043125,552.44,537.77307026,537.87645801,537.39424702,155.76815481
2021-11-29,546.9007707,548.78,546.84861686,547.07432396,546.57318662,553.47,546.65786517,546.30121958,547.26599466,155.92858878
2021-11-30,548.94205903,554.3869,548.84004134,549.11064945,549.59521752,557.99,549.57339351,549.63710296,549.37497378,174.51038929
2021-12-01,539.19091769,562.0,539.19260387,539.31000338,539.75801142,555.0,539.92151903,539.5302336,539.45673496,162.0695451
2021-12-02,536.9844502,534.0,536.9991375,537.15748845,537.58894226,547.84,537.35193639,537.52526449,537.31792556,146.0384917
2021-12-03,526.34532827,547.28,526.32251307,526.55942078,526.08316498,543.96,527.77793641,528.41420851,526.86522755,162.34175962
2021-12-06,506.15663636,523.95,506.08057876,506.27036475,505.90418082,519.47,506.63197754,507.25531593,506.52401416,197.02619955
2021-12-07,525.70669928,522.75,525.80166639,525.83998271,525.88168934,532.67,525.43434305,525.3610774,525.80045316,171.32518961
2021-12-08,528.5046142,531.77,528.39711013,528.66581403,528.47278617,533.7999,528.9021021,528.83523927,528.91569599,181.77410727
2021-12-09,531.41343351,535.0,531.40377493,531.47466004,531.91799311,538.77,531.50038137,531.54482547,531.5572488,179.10758956
2021-12-10,530.14697573,535.04,530.172605,530.29161284,530.37215345,539.23,530.44370971,530.35504544,530.46085174,173.00095294
2021-12-13,534.69407631,555.32,534.69673369,534.65864087,534.70187259,542.83,534.82379575,534.81819152,534.71609139,166.81640648
2021-12-14,513.53866882,580.4,513.69030113,513.52032465,513.21779572,530.43,513.6322796,513.87555922,513.46970543,255.63445365
2021-12-15,525.31739616,517.4,525.32923984,525.49985962,524.29989728,541.11,526.28185473,526.5798067,525.71035523,155.13949056
2021-12-16,530.22956734,549.39,530.24935819,530.27920124,530.64488339,542.95,530.50654533,530.52290394,530.36385141,283.61764935
2021-12-17,524.45729377,526.99,524.23430909,524.68154458,524.41344646,532.99,525.40858711,525.88767589,525.0490669,158.87596408
2021-12-20,528.47000976,530.14,528.42834537,528.6086718,528.61652475,532.9702,528.91936292,528.94540012,528.76410746,173.76605836
2021-12-21,528.49954051,541.6949,528.45777689,528.57482365,527.76267339,537.9,528.67622965,528.77022814,528.78081888,170.25190776
2021-12-22,548.14984922,537.06,548.17334886,548.35617653,547.71879807,555.14,548.82728063,549.11864461,548.50767465,191.83151493
2021-12-23,561.2270937,560.0,561.19877002,561.33749708,561.54111526,567.0,561.42281314,561.40088902,561.43387327,190.12678975
2021-12-27,567.44633606,567.64,567.28004651,567.60015056,567.74009933,572.86,568.21604913,568.26735061,567.91045161,169.31221586
2021-12-28,565.2069411,575.44,565.15187355,565.28349631,565.06711931,573.0,565.51733974,565.72694094,565.43670624,176.55191046
2021-12-29,561.0636364,567.5,560.98578744,561.23131536,560.65096177,566.64,561.23392617,560.97528366,561.5383732,189.55991908
2021-12-30,562.58531163,568.98,562.56992038,562.71332662,563.09667458,567.0,562.79106143,562.75169289,562.86972459,161.71260241
2021-12-31,558.87637448,566.3,558.83208585,558.97728748,559.95243889,564.99,558.82796515,558.73434386,559.11982988,160.52252526
2022-01-03,544.30604288,560.0,544.32473536,544.32168937,544.15221576,561.1799,544.27707,544.2696443,544.40011802,183.32969242
2022-01-04,521.37596412,552.68,521.34901766,521.31081031,520.98833835,545.32,521.35270923,521.2766891,521.36831077,158.41469802
2022-01-05,510.58283266,523.9,510.50196864,510.74195652,510.93196807,523.7207,510.65389421,510.47588922,510.99580274,150.17400188
2022-01-06,529.1696362,517.28,529.25011189,529.61139341,529.16368635,541.0,530.12687299,530.57351524,529.78234893,343.13203927
2022-01-07,533.11848919,538.31,532.88011408,533.30566499,533.83351665,548.2,534.35292485,534.74299321,533.66029996,171.77072255
2022-01-10,505.94765009,525.77,506.16284543,505.967649,504.04293204,524.84,506.18232076,510.73542781,505.89614967,196.62005418
2022-01-11,521.25287145,529.35,521.20536698,521.32884279,521.19700523,529.7,521.67204643,521.96018612,521.49167913,163.73855798
2022-01-12,529.49424161,532.5,529.4155826,529.65052766,529.17991814,537.84,530.1787472,530.1717486,529.848116,157.66876085
2022-01-13,506.54226387,539.0,506.79957572,506.58556027,506.4878917,537.59,506.50652333,509.16737705,506.32757201,160.41138503
2022-01-14,494.61510318,500.0,494.38842811,494.78096517,494.6917956,501.3,495.63145755,496.58680692,495.20494858,155.04038359
2022-01-18,508.60839609,499.11,508.61576484,508.92536929,509.61271505,520.0,509.47990037,510.11891875,509.05742469,177.23578738
2022-01-19,520.658153,513.28,520.69201933,520.77285585,520.67467499,527.6099,520.81441362,520.79317721,520.78727123,163.03677447
2022-01-20,525.9235256,530.0,525.85976859,526.15924041,527.08350451,536.9,526.22668819,526.15519871,526.34205005,153.80680925
2022-01-21,496.50402986,518.3,496.24853913,496.78657881,495.81207924,517.99,497.25480373,502.40325819,497.3079581,167.33792758
2022-01-24,478.16308949,485.0,477.71469726,478.5098302,477.00535026,509.27,482.48718331,494.91886889,479.36394464,158.70164345
2022-01-25,482.82382143,504.56,482.83633328,483.11443718,483.19471167,499.95,482.98406259,482.35893832,483.23970702,145.91399052
2022-01-26,485.38455568,488.0,485.20631643,485.80053988,486.88672426,500.9,485.89447364,486.78568235,486.35271886,163.10979209
2022-01-27,491.46739,485.61,491.29902378,491.84224795,491.875321,504.43,492.24597701,495.40727035,492.35769847,153.88878436
2022-01-28,491.56748323,500.0,491.52346591,491.61861871,490.96740974,500.48,491.68421448,492.27876506,491.64757544,150.59213681
2022-01-31,510.96913919,500.0,511.04920034,510.96862268,511.40528818,519.16,511.02567621,511.27245078,510.82513191,169.20298391
2022-02-01,510.37691557,523.0,510.40086479,510.34860451,510.69875744,520.0,510.07082093,510.03880601,510.42652014,162.62022112
2022-02-02,510.18128722,520.99,510.14953733,510.30583415,510.51450073,518.9899,510.62425246,510.67727977,510.44422263,172.9002893
2022-02-03,497.84412873,505.0,497.83227869,498.05510626,498.46795708,509.2684,498.14316244,501.27543175,498.30697821,176.04764622
2022-02-04,512.34618011,498.0,512.42642714,512.63719551,512.84728075,519.28,512.43520734,513.08731106,512.62677535,188.52162271
2022-02-07,513.47334033,519.0,513.49138956,513.5976889,513.98494176,521.87,513.41737633,513.30449586,513.7259405,155.63766178
2022-02-08,512.78712463,523.0,512.74241242,512.90349564,512.98272105,518.7299,513.15551706,513.1823443,513.09346077,163.10098786
2022-02-09,530.2525834,520.0,530.43770713,530.49209364,530.4887828,537.2481,530.75889569,530.70489921,530.45438879,147.74527364
2022-02-10,529.8085546,538.0,529.77287164,529.97387885,530.40214367,537.82,530.09564425,530.0734662,530.11051277,151.94298106
2022-02-11,517.95153992,533.0,518.06190417,518.06186116,518.50706451,536.99,517.53323532,516.88609125,518.08787182,158.73459669
2022-02-14,520.5888864,517.28,520.64284521,521.13482453,521.12557085,527.33,521.62821607,521.85267297,521.25528505,146.69408596
2022-02-15,527.28815863,534.5,527.24043572,527.36597373,527.60288195,535.64,527.4191256,527.34080399,527.50801188,151.92073278
2022-02-16,523.02892312,535.28,523.31082216,523.14189257,523.58597338,529.99,522.88382575,522.87493871,522.98529076,153.97749678
2022-02-17,504.68353026,525.3,504.72782508,504.68601286,504.89618526,525.87,504.26274699,506.85314523,504.65526498,157.41095609
2022-02-18,488.7880017,505.0,488.7024137,488.98039107,489.37575062,500.93,488.80106495,489.58682396,489.27227344,166.32694363
2022-02-22,478.33707141,485.5,478.91495138,475.30288756,474.91171248,487.904,475.27062394,475.86668268,475.4246968,151.76957345
2022-02-23,490.71363055,514.0,490.67949017,490.41973197,491.1660963,511.4999,490.91166486,498.40560658,490.72064383,142.77897934
2022-02-24,523.06497903,475.71,522.95843689,523.89328519,522.98483937,540.73,524.54351111,526.04070903,524.24512148,157.06698532
2022-02-25,558.13132623,544.0,558.58531426,558.43292772,557.92310127,570.99,558.36416119,558.2642417,558.18531611,144.19395885
2022-02-28,586.02947001,577.33,585.96660893,586.24310402,585.60457511,595.31,586.60845115,586.55256508,586.404816,150.10751895
2022-03-01,586.90151214,599.64,586.58208432,587.29967875,588.26962301,598.98,587.55929071,587.36542705,587.75767019,144.24421141
2022-03-02,578.47435095,595.0,578.34373691,578.56703958,578.28948588,585.99,578.86027886,579.01030624,578.78824494,138.4464828
2022-03-03,577.82986872,587.28,577.72244028,577.93374718,578.56840685,591.0,578.19190124,578.35083007,578.14483312,154.43134572
2022-03-04,557.90081738,575.0,558.0390541,557.89111431,558.58501899,577.48,557.53761734,557.50551048,557.79067193,171.22701175
2022-03-07,544.98199948,559.28,544.94635314,545.29114105,545.7660593,564.01,545.41370987,545.15949198,545.60099982,201.30436726
2022-03-08,531.27077401,537.5,531.12742444,531.44617435,532.97749375,543.81,531.71999601,531.90228516,531.71106469,185.53138349
2022-03-09,551.3960804,544.87,551.41047338,551.55973695,551.89757663,561.604,552.18219387,552.53576912,551.73436186,226.1934607
2022-03-10,550.7144604,558.94,550.55410083,550.89238464,550.98779647,559.95,551.55983947,551.80456048,551.21338726,195.40653697
2022-03-11,551.61634693,565.0,551.49149897,551.63236525,551.7772391,559.9099,551.80408236,551.75011041,551.77602941,163.12814057
2022-03-14,526.9706975,557.0,526.70400437,526.92432259,527.02063125,545.95,527.9067562,528.6482503,527.21650712,149.43455145
2022-03-15,529.67119348,535.0,529.54744222,529.52522863,529.47467915,541.97,529.25698758,529.36656243,529.64385801,177.28257767
2022-03-16,544.45724997,555.2,544.13247112,544.5628638,544.22782654,555.84,545.99983681,546.00369517,545.04208451,170.78606678
2022-03-17,558.5212433,553.92,558.39589144,558.66342803,558.64875731,567.45,559.00651192,558.93587182,558.90371752,157.59582772
2022-03-18,571.0579625,572.11,571.18550522,571.17929355,570.58233178,577.52,571.3971232,571.5898706,571.16773291,144.89995891
2022-03-21,570.6829025,585.0,570.7827342,570.75976441,570.22471077,579.89,570.99556398,570.6238253,570.80137671,165.61428361
2022-03-22,597.30708747,589.98,597.30968473,597.48215919,598.12440036,609.79,597.37190207,597.43070687,597.56715268,184.71514972
2022-03-23,605.55625108,599.0,605.54150914,605.75180522,606.36204452,619.74,605.97698724,606.14529652,605.8267688,163.28970291
2022-03-24,615.15440958,615.0,615.41124138,615.27355435,615.04442805,623.0,615.16578923,614.83661975,615.13798038,161.02677342
2022-03-25,615.09679874,628.0,615.01093048,615.1590371,614.24663595,626.55,615.87056245,616.06658205,615.42946286,155.5475393
2022-03-28,623.7005617,629.98,623.62317869,623.85014057,623.94472505,629.49,623.951298,623.96011218,624.08108825,170.52955968
2022-03-29,609.53539161,635.67,609.37504257,609.60099066,608.55333037,623.9299,610.05858774,610.13574304,609.92691285,191.40450458
2022-03-30,619.95637859,620.0,619.89192099,620.1212116,620.89101335,627.61,620.34580227,620.35143112,620.28353846,183.70713766
2022-03-31,627.36168095,621.0,627.28067495,627.49238813,628.22659995,635.9,627.61693449,627.71414766,627.64016698,154.37773148
2022-04-01,615.55126331,632.0,615.40309702,615.78357725,615.06232741,631.0,614.94067622,614.85817309,616.14939156,176.53584387
2022-04-04,624.19099554,616.02,624.23154422,624.2269554,623.69780154,629.76,624.49072423,624.42906616,624.33031803,160.75894747
2022-04-05,620.04983299,636.5,620.03936377,620.07730752,619.65107642,632.0378,620.26467311,620.02447191,620.19165068,163.20684298
2022-04-06,606.27283534,621.14,606.25495314,606.34862786,606.46908167,613.83,606.31848929,606.31679328,606.48024032,153.87366153
2022-04-07,613.88099917,610.0,613.80516386,614.07980538,613.90340427,621.24,614.88051705,615.12360862,614.30996095,163.36959448
2022-04-08,609.66822412,622.14,609.57464944,609.71940981,610.08582695,615.36,609.56596845,609.54469295,609.89132289,197.19381228
2022-04-11,609.81266731,608.23,609.61217292,610.0403088,610.5953391,618.9518,610.47330192,610.6116667,610.48396183,186.77808494
2022-04-12,617.32620766,624.02,617.20558751,617.54431507,617.9767254,626.69,617.84370791,617.87594152,617.82569768,183.74429396
2022-04-13,628.09274914,617.96,627.98806819,628.24168971,628.78740136,635.69,628.56227274,628.70932468,628.43540503,182.51040558
2022-04-14,628.46707941,635.0,628.34620452,628.55384198,628.78821383,634.99,628.73041743,628.69274263,628.71801857,192.00336721
2022-04-18,621.87695458,636.0,621.83419519,622.02505353,622.67996171,629.9,621.93934306,622.14744818,622.23765451,163.61141121
2022-04-19,626.30981293,630.0,626.20622267,626.50400799,626.69589164,631.67,626.74538367,626.68537164,626.72951185,166.59047481
2022-04-20,628.5774576,635.0,628.32508101,628.72667958,629.16392941,640.9,629.43403255,629.43030779,629.18294012,157.31950206
2022-04-21,608.48380072,642.0,608.50186664,608.65755136,607.89862932,639.39,610.83463921,611.36032555,608.81837559,173.79261025
2022-04-22,577.32607253,597.25,577.33545161,577.32572044,577.12009005,597.809,577.24807617,576.96200808,577.35778211,188.75958923
2022-04-25,591.7255641,573.71,591.73950292,591.97865453,591.49696403,601.15,591.99913643,592.03224452,592.08676108,197.42303295
2022-04-26,586.18424928,599.99,586.23003277,586.35575708,586.84065095,599.09,586.28164738,586.30539419,586.40909964,209.05979887
2022-04-27,579.51118812,585.85,579.56753946,579.616149,580.08958397,593.6199,579.68700357,579.81967271,579.67830788,179.60559625
2022-04-28,585.99294045,595.0,585.81125633,586.14288883,586.80440633,595.7799,586.39594613,586.18349101,586.45810709,176.90128718
2022-04-29,570.89017707,600.0,570.60508172,571.11657215,572.957362,593.63,571.63403287,572.11028239,571.63186848,195.49062208
2022-05-02,563.42585813,568.0,563.36431926,563.644757,563.39451648,572.97,563.6453384,563.63466886,563.88695287,222.2152976
2022-05-03,555.21062199,577.99,555.36942637,555.33023143,555.45581461,577.89,554.76998689,554.50392213,555.31938124,174.68982918
2022-05-04,536.92859688,564.0,536.63451117,537.06634329,536.33420478,563.0,537.32826543,537.55051525,537.58349404,194.23456986
2022-05-05,527.65503377,556.0,527.59223006,527.72723265,527.72289003,556.0,527.90709128,528.29541321,527.99792463,178.47331929
2022-05-06,510.80401264,535.0,510.48665692,510.98208497,511.30942392,528.37,511.31278395,511.65963732,511.4759795,165.34519512
2022-05-09,467.61329598,509.0,467.81264663,467.39933948,468.49755892,493.0,466.78733817,466.70400754,467.08675834,156.30277969
2022-05-10,480.56906552,480.77,480.47314357,480.73501942,480.06358637,492.88,481.92715224,482.2056943,480.91412592,171.67308988
2022-05-11,480.14457335,497.75,479.75098936,480.46425242,481.7372361,499.8,482.3011453,483.06154568,481.09196419,203.46033564
2022-05-12,474.3804526,466.69,474.23130755,474.57733039,474.73840237,488.8699,474.73922482,475.82797461,474.81410695,187.75103771
2022-05-13,491.3510568,497.6,491.33969311,491.41273839,491.55656717,499.6099,491.5515996,491.55612014,491.47798,151.82427439
2022-05-16,477.5280004,505.0,477.39233896,477.75101078,479.28387578,504.47,478.16319892,481.79038476,478.20128401,168.90485947
2022-05-17,471.12236657,487.9,471.03729335,471.10593194,471.55384998,486.9999,471.23201036,471.03604667,471.23857556,177.90791727
2022-05-18,446.9971749,473.5,446.95358622,447.18353041,447.20171076,475.48,446.64010192,447.80849753,447.34295807,167.0526562
2022-05-19,442.09335654,438.6,442.2081713,435.3784287,436.29412641,444.45,435.31562913,435.01098053,435.70348183,150.6809344
2022-05-20,475.37524329,491.77,475.00593249,475.39445071,475.78859671,493.0,477.03296924,477.70084037,476.05473171,209.73797831
2022-05-23,494.99994195,487.97,495.16731714,495.18138784,494.3319733,504.96,495.09409303,499.03194124,495.12483801,170.3508987
2022-05-24,478.81394705,500.27,478.98429157,478.75764059,478.95445761,496.0,478.84449553,479.18738613,478.62010182,202.41027933
2022-05-25,502.20173237,480.0,502.24380158,502.4441734,502.20370497,514.7499,502.69916754,504.8672676,502.51718067,180.65100535
2022-05-26,502.81145712,518.98,502.81701879,502.86301212,503.07065649,508.65,502.91463584,503.54906414,502.9243261,154.34815684
2022-05-27,508.29150091,512.98,508.17618847,508.38702519,508.74754786,517.0,508.61283527,508.48626013,508.6114758,170.22081799
2022-05-31,501.71278141,529.84,501.63457869,501.74750791,502.15505346,507.72,501.9172039,502.64116791,501.937327,203.2489238
2022-06-01,506.56292639,509.0,506.51657197,506.78457065,506.9676012,522.75,507.75021956,507.95066707,507.03332117,229.99962897
2022-06-02,515.41157617,507.5,515.42625641,515.50606699,515.93533348,521.92,515.33365209,515.13916893,515.52618053,165.70292956
2022-06-03,509.67321883,518.0,509.48039621,509.75181227,509.70831841,519.0,510.22808461,510.21913493,510.00611822,234.47167442
2022-06-06,513.91052837,527.0,513.90038256,513.95863015,514.34878158,521.71,513.93121673,513.87111832,514.0673136,179.32169804
2022-06-07,523.36462976,515.65,523.29987723,523.50972459,523.03521705,528.9,523.78161541,523.59690396,523.62630094,174.44041909
2022-06-08,526.32614056,536.96,526.26698077,526.45736896,526.83351466,535.1299,526.59985335,526.59867542,526.63401533,179.42692072
2022-06-09,521.77352439,533.0,521.68540237,521.90575943,522.66281468,528.47,521.99265269,522.15409353,522.11170009,180.64561434
2022-06-10,496.86777136,518.0,496.93650193,496.86399412,497.10852967,508.3611,496.9151517,499.63998514,496.89590371,225.91000313
2022-06-13,476.77396236,495.22,476.77604185,476.91590109,477.22002879,486.5,476.87010115,476.71605833,477.075477,252.79659823
2022-06-14,482.05825269,498.44,482.04559088,482.17595711,482.41434783,489.31,482.23087566,482.39348175,482.28738683,168.33385207
2022-06-15,486.99091042,490.49,486.95833785,487.16214025,487.3059301,495.88,487.4652126,487.4163153,487.36588201,189.5148718
2022-06-16,465.39014326,484.9,465.47632293,465.4346201,464.9412129,479.9786,465.73101634,465.70667436,465.4798919,156.97132102
2022-06-17,475.65401614,479.0,475.71709303,475.72116226,475.61065262,482.645,475.48772293,475.70766367,475.68357311,171.21563061
2022-06-21,494.76766311,490.0,494.93400613,494.87484838,494.01834746,501.5,494.62307309,497.056374,494.7870529,141.80046928
2022-06-22,501.08188638,494.5,501.06355743,501.17938902,501.6182983,509.91,500.901024,502.81602761,501.21111887,164.0873153
2022-06-23,502.20392283,508.23,502.28421292,502.32651103,502.21873106,506.07,502.3797926,503.50497495,502.35577424,166.76454103
2022-06-24,507.74519749,512.94,507.7076375,507.79587354,507.46698829,514.59,507.93314561,508.11516118,507.91856464,160.8830149
2022-06-27,504.66869862,519.0,504.56919336,504.70434737,505.75864328,514.9999,504.42842232,504.25122148,504.91805054,174.53711698
2022-06-28,494.03500092,509.29,494.15428042,494.11080712,493.69727754,509.61,494.19334739,499.16269098,494.08721047,165.11415833
2022-06-29,490.13708472,493.9,490.0195451,490.22712171,490.58956197,495.48,490.27855563,490.10057719,490.41719369,169.24582702
2022-06-30,492.13199914,491.8,492.11742529,492.25816715,492.21378802,499.86,492.5525853,492.60035722,492.36544916,188.60787014
2022-07-01,504.53687208,508.19,504.58824144,504.69328996,504.19204008,510.48,504.38488268,505.34542906,504.7274354,175.95025991
2022-07-05,515.48097465,508.0,515.416403,515.61837073,514.42422879,522.41,516.16555778,516.33718873,515.76447796,207.90317302
2022-07-06,516.03810355,527.95,516.08291255,516.12805112,516.34220279,527.0,516.24260052,516.20870125,516.18742545,177.88757688
2022-07-07,517.30095418,519.6,517.29462528,517.38187914,517.40120899,523.5399,517.42874669,517.39771473,517.46445933,175.43075231
2022-07-08,520.24085851,518.5,520.12336218,520.39302062,519.74462997,525.61,520.4395647,520.35251538,520.62595118,171.5883981
2022-07-11,515.61076295,521.9,515.55118279,515.65814419,516.13349662,521.135,515.73349525,515.75656392,515.78265391,174.93798024
2022-07-12,497.94674321,520.05,498.06802739,498.07003971,498.88334315,526.99,498.0675815,502.53982938,498.13620628,196.79677429
2022-07-13,493.82494215,496.0,493.8229906,494.00685044,494.09953444,499.78,493.80632539,493.99307689,494.04930381,183.0808954
2022-07-14,486.0532408,498.7,486.12230643,486.19792213,485.9025137,491.9988,486.29958651,486.23539105,486.29125224,182.92097284
2022-07-15,505.32165818,498.0,505.31987235,505.46088855,505.37486032,511.778,505.65503624,506.75408399,505.52735713,184.07032635
2022-07-18,512.45586916,517.0,512.52282831,512.63460872,513.3822962,519.1899,512.91916894,513.11948592,512.74020497,176.31756894
2022-07-19,511.71048291,513.0,511.70843752,511.751577,511.99050566,515.75,511.79486419,511.73342024,511.81172203,176.49666307
2022-07-20,504.78787148,515.9,504.79102732,504.91859455,505.34127592,514.18,505.31511036,505.82101913,505.07898153,183.77961288
2022-07-21,509.66588002,511.5,509.64365658,509.78534943,510.19188004,514.92,509.66007158,509.81937143,509.9235181,154.07826092
2022-07-22,512.83284376,519.78,512.6658439,512.92668831,513.00128706,524.7,513.7449515,513.71263587,513.17967484,157.32214596
2022-07-25,504.2231741,517.81,504.26894484,504.30714074,504.95701217,514.0,504.09685734,504.12813445,504.38010989,171.07673181
2022-07-26,473.30476801,505.27,473.40168144,472.96035439,473.25913998,503.4651,471.47067112,472.00831794,472.5732547,149.85024655
